"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 09 19:40:45 UTC 2025","Thu Oct 09 19:40:45 UTC 2025","699","src.tests","test_example","","","","test_home_page_with_components",""
